Inventory_ID,PO_ID,Product_ID,Warehouse_ID,Snapshot_Date,Opening_Stock,Stock_In,Stock_Out,Closing_Stock,Reorder_Level,Safety_Stock,Inventory_Value_INR,Stock_Status,Capacity_Utilization_Percent
INVT004265,PO004265,P0126,WH008,20-07-2025,143,734,299,578,226,14,34192861.6,Normal,2.84
INVT004266,PO004266,P0209,WH009,16-06-2025,71,193,249,15,236,35,1157648.85,Reorder,0.06
INVT004267,PO004267,P0089,WH006,26-06-2026,962,100,136,926,390,162,29192001.84,Normal,4.46
INVT004268,PO004268,P0181,WH010,09-12-2025,20,582,562,40,31,180,127020.8,Normal,0.14
INVT004269,PO004269,P0215,WH005,15-01-2025,266,158,129,295,86,75,10594237.65,Normal,1.27
INVT004270,PO004270,P0166,WH006,02-03-2025,769,822,745,846,209,166,15252263.28,Normal,4.07
INVT004271,PO004271,P0174,WH008,11-07-2026,1471,502,752,1221,391,52,97879108.47,Normal,6
INVT004272,PO004272,P0240,WH008,07-04-2026,974,810,342,1442,378,29,118816488.4,Normal,7.09
INVT004273,PO004273,P0137,WH008,25-03-2025,376,666,523,519,180,28,8834469.9,Normal,2.55
INVT004274,PO004274,P0082,WH006,19-03-2025,78,85,103,60,151,103,3012114,Reorder,0.29
INVT004275,PO004275,P0287,WH010,20-10-2025,79,692,691,80,254,99,5526868.8,Reorder,0.28
INVT004276,PO004276,P0012,WH005,10-05-2026,468,334,500,302,307,35,25550465.38,Reorder,1.3
INVT004277,PO004277,P0044,WH008,11-04-2026,126,989,118,997,177,19,57218188.92,Overstock,4.9
INVT004278,PO004278,P0024,WH006,16-05-2026,146,438,175,409,413,147,11096284.52,Reorder,1.97
INVT004279,PO004279,P0137,WH008,18-11-2025,194,873,726,341,180,28,5989583.16,Normal,1.68
INVT004280,PO004280,P0126,WH006,21-04-2026,861,530,148,1243,226,14,70845903.7,Overstock,5.99
INVT004281,PO004281,P0006,WH009,16-05-2025,25,847,777,95,205,68,6366916.15,Reorder,0.36
INVT004282,PO004282,P0209,WH010,11-08-2025,113,381,20,474,236,35,36863174.34,Normal,1.64
INVT004283,PO004283,P0135,WH005,09-04-2026,118,896,380,634,182,127,45835816.16,Normal,2.73
INVT004284,PO004284,P0230,WH005,20-02-2025,706,486,726,466,346,159,26536150.98,Normal,2.01
INVT004285,PO004285,P0163,WH005,31-01-2025,460,464,269,655,201,83,36144249.3,Normal,2.82
INVT004286,PO004286,P0242,WH009,18-08-2025,814,926,106,1634,228,88,17629732.54,Overstock,6.11
INVT004287,PO004287,P0285,WH008,03-05-2026,211,296,256,251,165,178,16604583.72,Normal,1.23
INVT004288,PO004288,P0275,WH007,16-01-2025,673,357,36,994,361,144,35622803.02,Normal,17.24
INVT004289,PO004289,P0257,WH008,11-05-2026,458,521,646,333,336,211,20784061.8,Reorder,1.64
INVT004290,PO004290,P0233,WH005,01-06-2026,184,108,139,153,59,136,5321112.03,Normal,0.66
INVT004291,PO004291,P0112,WH005,04-06-2026,1004,959,1352,611,439,184,13120326.83,Normal,2.63
INVT004292,PO004292,P0143,WH008,05-07-2026,144,153,60,237,36,230,21281798.94,Overstock,1.17
INVT004293,PO004293,P0099,WH009,01-05-2025,286,420,166,540,256,250,32617117.8,Normal,2.02
INVT004294,PO004294,P0285,WH008,25-06-2025,219,663,193,689,165,178,47877576.5,Normal,3.39
INVT004295,PO004295,P0148,WH006,12-02-2025,750,658,682,726,247,48,38443282.68,Normal,3.5
INVT004296,PO004296,P0284,WH007,06-08-2025,1159,969,950,1178,318,224,40411160.42,Normal,20.43
INVT004297,PO004297,P0288,WH010,04-10-2025,96,727,928,0,42,71,0,Stockout,0
INVT004298,PO004298,P0029,WH007,21-02-2026,728,924,458,1194,236,45,66173271,Overstock,20.7
INVT004299,PO004299,P0021,WH006,03-12-2025,255,352,220,387,254,131,10924901.64,Normal,1.86
INVT004300,PO004300,P0010,WH010,23-02-2025,444,151,197,398,380,29,3358881.2,Normal,1.37
INVT004301,PO004301,P0106,WH008,20-04-2026,602,864,380,1086,213,184,18888667.68,Overstock,5.34
INVT004302,PO004302,P0034,WH007,14-08-2025,88,901,281,708,108,45,28849973.4,Overstock,12.28
INVT004303,PO004303,P0209,WH009,17-03-2026,308,110,98,320,236,35,25902665.6,Normal,1.2
INVT004304,PO004304,P0133,WH010,15-11-2025,58,393,503,0,118,125,0,Stockout,0
INVT004305,PO004305,P0086,WH007,04-06-2026,722,923,339,1306,442,229,60784426.64,Normal,22.65
INVT004306,PO004306,P0254,WH008,12-02-2026,756,401,535,622,193,239,41271180.36,Normal,3.06
INVT004307,PO004307,P0241,WH005,29-05-2025,901,637,216,1322,252,138,33832187.74,Overstock,5.69
INVT004308,PO004308,P0039,WH008,17-04-2025,107,646,231,522,67,207,8280094.5,Overstock,2.57
INVT004309,PO004309,P0115,WH009,21-09-2025,445,656,537,564,150,154,15779981.16,Normal,2.11
INVT004310,PO004310,P0206,WH010,30-03-2026,1669,95,107,1657,441,100,120991058,Normal,5.72
INVT004311,PO004311,P0006,WH010,08-12-2025,8,470,492,0,205,68,0,Stockout,0
INVT004312,PO004312,P0203,WH005,31-05-2025,131,646,284,493,63,71,9943035.99,Overstock,2.12
INVT004313,PO004313,P0207,WH005,12-12-2025,111,860,173,798,32,142,26448074.1,Overstock,3.43
INVT004314,PO004314,P0221,WH005,30-12-2025,34,907,35,906,187,23,46609704.54,Normal,3.9
INVT004315,PO004315,P0138,WH005,29-07-2026,19,724,799,0,183,201,0,Stockout,0
INVT004316,PO004316,P0263,WH009,25-11-2025,253,584,821,16,72,247,1111608.96,Reorder,0.06
INVT004317,PO004317,P0151,WH008,28-12-2025,241,663,912,0,390,115,0,Stockout,0
INVT004318,PO004318,P0122,WH006,15-01-2025,439,122,176,385,208,225,19552259.65,Normal,1.85
INVT004319,PO004319,P0032,WH008,17-05-2025,304,361,392,273,237,188,4361603.61,Normal,1.34
INVT004320,PO004320,P0186,WH007,13-11-2025,570,158,48,680,147,34,43841735.2,Normal,11.79
INVT004321,PO004321,P0124,WH006,14-06-2025,1141,890,1119,912,411,167,59599236.48,Normal,4.39
INVT004322,PO004322,P0152,WH005,30-06-2025,498,468,15,951,360,101,30514299.54,Normal,4.09
INVT004323,PO004323,P0014,WH006,03-03-2025,26,513,424,115,31,150,2703995,Normal,0.55
INVT004324,PO004324,P0117,WH005,11-01-2025,1959,861,236,2584,490,224,121091924.8,Overstock,11.12
INVT004325,PO004325,P0240,WH008,13-07-2025,873,566,93,1346,378,29,117097746.6,Normal,6.62
INVT004326,PO004326,P0062,WH007,30-04-2025,73,621,879,0,299,57,0,Stockout,0
INVT004327,PO004327,P0221,WH007,26-09-2025,335,596,686,245,187,23,12710881.75,Normal,4.25
INVT004328,PO004328,P0276,WH006,06-01-2026,1478,905,1319,1064,382,193,85592660.72,Normal,5.12
INVT004329,PO004329,P0249,WH005,23-04-2026,370,535,255,650,257,96,7949526,Normal,2.8
INVT004330,PO004330,P0189,WH005,08-07-2026,20,530,395,155,72,109,8069515.45,Normal,0.67
INVT004331,PO004331,P0219,WH008,02-03-2025,374,164,58,480,311,33,38236300.8,Normal,2.36
INVT004332,PO004332,P0153,WH007,31-05-2026,1431,785,567,1649,441,216,47565751.29,Normal,28.59
INVT004333,PO004333,P0169,WH005,27-04-2026,172,448,118,502,257,169,41650252.26,Normal,2.16
INVT004334,PO004334,P0110,WH008,19-05-2025,708,387,231,864,228,116,16172835.84,Normal,4.25
INVT004335,PO004335,P0051,WH006,05-08-2025,745,202,63,884,387,133,5064957.56,Normal,4.26
INVT004336,PO004336,P0081,WH006,30-01-2026,256,487,682,61,211,168,1759525.48,Reorder,0.29
INVT004337,PO004337,P0286,WH010,20-05-2026,369,85,122,332,421,85,19656830.24,Reorder,1.15
INVT004338,PO004338,P0184,WH010,11-12-2025,190,139,139,190,157,106,14343571.2,Normal,0.66
INVT004339,PO004339,P0032,WH008,23-11-2025,504,413,127,790,237,188,15260738.1,Normal,3.88
INVT004340,PO004340,P0215,WH010,31-07-2025,190,328,254,264,86,75,8335327.44,Normal,0.91
INVT004341,PO004341,P0256,WH005,10-05-2025,33,324,96,261,29,170,13282146.45,Overstock,1.12
INVT004342,PO004342,P0095,WH008,05-05-2025,1512,108,86,1534,393,151,42123593.98,Normal,7.54
INVT004343,PO004343,P0159,WH007,06-11-2025,1013,660,578,1095,290,206,34666834.95,Normal,18.99
INVT004344,PO004344,P0079,WH008,31-07-2026,41,558,756,0,63,108,0,Stockout,0
INVT004345,PO004345,P0211,WH006,15-03-2025,491,577,838,230,173,144,9686410.9,Normal,1.11
INVT004346,PO004346,P0084,WH009,30-05-2026,290,162,144,308,239,88,11096488.48,Normal,1.15
INVT004347,PO004347,P0009,WH006,21-09-2025,1564,825,230,2159,435,127,88789997.68,Normal,10.4
INVT004348,PO004348,P0205,WH007,23-04-2025,1059,39,39,1059,480,72,29799794.04,Normal,18.36
INVT004349,PO004349,P0055,WH010,20-12-2025,848,222,274,796,437,63,25625023.04,Normal,2.75
INVT004350,PO004350,P0174,WH009,09-09-2025,1177,232,253,1156,391,52,89445014.48,Normal,4.32
INVT004351,PO004351,P0203,WH008,26-04-2025,191,354,213,332,63,71,7099810.04,Overstock,1.63
INVT004352,PO004352,P0082,WH010,01-08-2026,433,11,13,431,151,103,21968035.52,Normal,1.49
INVT004353,PO004353,P0030,WH010,15-01-2026,584,58,67,575,258,168,47296550.25,Normal,1.99
INVT004354,PO004354,P0093,WH009,04-02-2026,593,545,425,713,224,216,29048147.62,Normal,2.66
INVT004355,PO004355,P0012,WH009,22-09-2025,1036,382,373,1045,307,35,95162642.85,Normal,3.91
INVT004356,PO004356,P0126,WH006,28-06-2025,104,940,977,67,226,14,3716345.95,Reorder,0.32
INVT004357,PO004357,P0057,WH008,27-09-2025,30,459,292,197,45,53,7878502.8,Normal,0.97
INVT004358,PO004358,P0079,WH007,22-02-2026,203,807,501,509,63,108,26500682.89,Overstock,8.83
INVT004359,PO004359,P0270,WH007,01-05-2026,226,159,231,154,429,112,10580175.76,Reorder,2.67
INVT004360,PO004360,P0076,WH009,09-01-2025,406,140,138,408,315,60,26823898.8,Normal,1.52
INVT004361,PO004361,P0242,WH010,20-05-2026,596,19,1,614,228,88,7174497.9,Normal,2.12
INVT004362,PO004362,P0140,WH007,30-08-2025,659,841,949,551,462,58,37891272.69,Normal,9.55
INVT004363,PO004363,P0280,WH006,01-10-2025,540,423,629,334,269,158,12329984.08,Normal,1.61
INVT004364,PO004364,P0074,WH006,01-01-2026,66,145,170,41,87,78,2251322.3,Reorder,0.2
INVT004365,PO004365,P0008,WH006,19-06-2025,31,474,313,192,81,100,11346142.08,Normal,0.92
INVT004366,PO004366,P0191,WH006,18-09-2025,315,199,234,280,429,204,19789100.8,Reorder,1.35
INVT004367,PO004367,P0188,WH008,21-01-2026,526,543,261,808,324,165,1629881.44,Normal,3.97
INVT004368,PO004368,P0114,WH009,04-11-2025,21,605,279,347,70,236,23148959.9,Normal,1.3
INVT004369,PO004369,P0015,WH008,26-03-2025,370,31,21,380,340,128,29755466.8,Normal,1.87
INVT004370,PO004370,P0276,WH008,10-04-2026,894,876,252,1518,382,193,124553418,Normal,7.46
INVT004371,PO004371,P0151,WH005,04-04-2025,448,463,142,769,390,115,5266688.75,Normal,3.31
INVT004372,PO004372,P0170,WH010,18-04-2026,129,729,753,105,210,177,7460385.45,Reorder,0.36
INVT004373,PO004373,P0129,WH005,21-12-2025,156,863,714,305,126,140,5863094.3,Normal,1.31
INVT004374,PO004374,P0145,WH005,15-06-2026,45,874,443,476,30,79,28894094.88,Overstock,2.05
INVT004375,PO004375,P0038,WH009,14-11-2025,141,575,153,563,339,40,15669590.53,Normal,2.1
INVT004376,PO004376,P0195,WH007,06-12-2025,133,394,502,25,97,205,1417884.25,Reorder,0.43
INVT004377,PO004377,P0142,WH006,14-07-2026,123,500,661,0,301,101,0,Stockout,0
INVT004378,PO004378,P0069,WH005,14-02-2026,1019,187,111,1095,302,96,48056473.05,Normal,4.71
INVT004379,PO004379,P0010,WH006,24-01-2026,903,142,160,885,380,29,8901108.75,Normal,4.26
INVT004380,PO004380,P0026,WH008,09-07-2026,37,99,56,80,171,23,6763146.4,Reorder,0.39
INVT004381,PO004381,P0093,WH006,04-10-2025,66,484,350,200,224,216,8315344,Reorder,0.96
INVT004382,PO004382,P0238,WH006,05-05-2026,194,73,79,188,179,171,9293330.68,Normal,0.91
INVT004383,PO004383,P0190,WH008,29-04-2026,463,583,243,803,238,85,51623272.03,Normal,3.95
INVT004384,PO004384,P0237,WH006,18-09-2025,535,117,59,593,290,24,15998849.43,Normal,2.86
INVT004385,PO004385,P0180,WH009,14-12-2025,20,334,487,0,306,39,0,Stockout,0
INVT004386,PO004386,P0066,WH005,02-10-2025,1023,737,646,1114,379,91,53838517.14,Normal,4.79
INVT004387,PO004387,P0269,WH006,16-03-2025,524,548,299,773,252,243,61317065.5,Normal,3.72
INVT004388,PO004388,P0184,WH008,25-04-2026,280,65,19,326,157,106,26094758.02,Normal,1.6
INVT004389,PO004389,P0217,WH009,25-11-2025,444,813,197,1060,394,47,67202876.4,Normal,3.96
INVT004390,PO004390,P0200,WH005,08-01-2026,207,101,114,194,422,173,14571241.06,Reorder,0.83
INVT004391,PO004391,P0162,WH010,02-08-2026,173,82,54,201,216,189,10816049.19,Reorder,0.69
INVT004392,PO004392,P0255,WH009,19-01-2026,564,685,191,1058,163,172,51528387.64,Overstock,3.95
INVT004393,PO004393,P0061,WH007,23-01-2025,317,381,338,360,232,52,13130654.4,Normal,6.24
INVT004394,PO004394,P0228,WH007,20-03-2025,1001,487,562,926,351,11,76412825.5,Normal,16.06
INVT004395,PO004395,P0104,WH006,19-02-2026,558,700,134,1124,297,48,28864769.6,Normal,5.41
INVT004396,PO004396,P0029,WH007,12-05-2025,323,952,692,583,236,45,36430818.82,Normal,10.11
INVT004397,PO004397,P0041,WH009,23-07-2026,578,878,415,1041,372,143,40710876.27,Normal,3.89
INVT004398,PO004398,P0188,WH010,03-02-2025,577,773,18,1332,324,165,2489214.96,Normal,4.6
INVT004399,PO004399,P0109,WH006,11-11-2025,870,190,175,885,373,189,51307963.5,Normal,4.26
INVT004400,PO004400,P0027,WH008,22-09-2025,389,746,759,376,495,214,22774861.44,Reorder,1.85
INVT004401,PO004401,P0134,WH010,28-01-2026,144,695,1033,0,245,14,0,Stockout,0
INVT004402,PO004402,P0106,WH005,03-02-2025,848,790,910,728,213,184,12326910.96,Normal,3.13
INVT004403,PO004403,P0001,WH009,21-07-2025,894,596,589,901,364,114,42430252.4,Normal,3.37
INVT004404,PO004404,P0042,WH007,02-09-2025,461,170,50,581,131,24,42587038.55,Normal,10.07
INVT004405,PO004405,P0271,WH010,01-01-2026,482,326,102,706,144,210,9226706.94,Normal,2.44
INVT004406,PO004406,P0200,WH005,04-04-2026,629,431,577,483,422,173,39228675.57,Normal,2.08
INVT004407,PO004407,P0103,WH006,29-08-2025,314,831,952,193,161,185,4307920.19,Normal,0.93
INVT004408,PO004408,P0090,WH007,20-07-2025,64,838,64,838,76,160,70527295.1,Overstock,14.53
INVT004409,PO004409,P0055,WH005,20-03-2025,1098,66,99,1065,437,63,30344469.9,Normal,4.58
INVT004410,PO004410,P0183,WH010,31-03-2025,418,648,209,857,482,121,50284406.44,Normal,2.96
INVT004411,PO004411,P0288,WH010,14-04-2026,160,511,132,539,42,71,16950003.07,Overstock,1.86
INVT004412,PO004412,P0209,WH005,15-12-2025,681,185,95,771,236,35,64850035.89,Normal,3.32
INVT004413,PO004413,P0139,WH007,18-04-2026,156,280,100,336,42,232,23275963.2,Overstock,5.83
INVT004414,PO004414,P0169,WH008,07-01-2025,410,769,274,905,257,169,74317197.25,Normal,4.45
INVT004415,PO004415,P0085,WH006,13-01-2025,870,752,902,720,306,81,43125501.6,Normal,3.47
INVT004416,PO004416,P0012,WH009,04-09-2025,85,272,327,30,307,35,2691662.1,Reorder,0.11
INVT004417,PO004417,P0115,WH005,20-02-2026,426,658,504,580,150,154,16616762.2,Normal,2.5
INVT004418,PO004418,P0268,WH010,18-08-2025,567,219,289,497,208,247,11040566.74,Normal,1.72
INVT004419,PO004419,P0052,WH005,27-02-2025,98,741,427,412,402,58,7566903.24,Normal,1.77
INVT004420,PO004420,P0191,WH008,23-04-2025,724,966,422,1268,429,204,101197697.9,Normal,6.23
INVT004421,PO004421,P0183,WH008,02-10-2025,1217,998,392,1823,482,121,123584779.5,Normal,8.96
INVT004422,PO004422,P0247,WH010,24-12-2025,383,116,76,423,303,118,12555388.71,Normal,1.46
INVT004423,PO004423,P0106,WH005,13-12-2025,752,79,96,735,213,184,12807786.6,Normal,3.16
INVT004424,PO004424,P0248,WH009,29-05-2026,443,165,169,439,444,184,36059157.09,Reorder,1.64
INVT004425,PO004425,P0163,WH009,17-06-2025,378,183,140,421,201,83,24128819.31,Normal,1.57
INVT004426,PO004426,P0122,WH010,01-05-2025,556,151,42,665,208,225,32797833.25,Normal,2.3
INVT004427,PO004427,P0064,WH008,23-07-2026,435,418,516,337,499,106,28969463.6,Reorder,1.66
INVT004428,PO004428,P0027,WH007,24-04-2026,268,579,661,186,495,214,11720607.72,Reorder,3.23
INVT004429,PO004429,P0023,WH005,01-05-2026,1191,640,622,1209,301,65,21302604.18,Normal,5.2
INVT004430,PO004430,P0240,WH008,01-03-2025,115,895,1188,0,378,29,0,Stockout,0
INVT004431,PO004431,P0131,WH008,24-05-2026,604,670,482,792,393,68,20178504.72,Normal,3.89
INVT004432,PO004432,P0021,WH006,14-05-2026,261,764,557,468,254,131,12619175.4,Normal,2.25
INVT004433,PO004433,P0052,WH009,19-09-2025,1385,989,886,1488,402,58,24677304.48,Normal,5.56
INVT004434,PO004434,P0100,WH007,05-07-2025,1184,946,912,1218,311,64,935375.28,Normal,21.12
INVT004435,PO004435,P0250,WH006,03-08-2026,805,132,14,923,485,23,54677929.28,Normal,4.45
INVT004436,PO004436,P0048,WH008,30-07-2026,545,980,160,1365,370,99,100948616,Normal,6.71
INVT004437,PO004437,P0200,WH005,22-01-2025,1029,19,13,1035,422,173,83970129.6,Normal,4.45
INVT004438,PO004438,P0098,WH008,16-05-2025,253,914,116,1051,256,35,22034530.3,Normal,5.17
INVT004439,PO004439,P0146,WH009,13-08-2025,89,420,188,321,52,166,19365210.96,Overstock,1.2
INVT004440,PO004440,P0251,WH008,14-11-2025,267,550,581,236,184,38,8949653.36,Normal,1.16
INVT004441,PO004441,P0167,WH005,14-02-2025,1803,733,829,1707,451,169,28555771.41,Normal,7.35
INVT004442,PO004442,P0225,WH005,01-01-2026,198,24,35,187,347,132,14872697.18,Reorder,0.8
INVT004443,PO004443,P0104,WH007,17-03-2026,221,22,29,214,297,48,5991689.7,Reorder,3.71
INVT004444,PO004444,P0146,WH009,17-04-2026,58,211,79,190,52,166,11628359.1,Normal,0.71
INVT004445,PO004445,P0183,WH007,22-04-2025,1713,698,807,1604,482,121,100738738.8,Normal,27.81
INVT004446,PO004446,P0024,WH010,24-06-2025,920,136,36,1020,413,147,29054465.4,Normal,3.52
INVT004447,PO004447,P0009,WH008,02-01-2025,10,467,185,292,435,127,12056653.72,Reorder,1.44
INVT004448,PO004448,P0041,WH008,28-12-2025,1172,519,237,1454,372,143,56771808.04,Normal,7.15
INVT004449,PO004449,P0085,WH008,08-09-2025,718,407,461,664,306,81,44075755.6,Normal,3.26
INVT004450,PO004450,P0237,WH010,25-11-2025,724,933,810,847,290,24,22368414.53,Normal,2.93
INVT004451,PO004451,P0025,WH008,14-02-2025,88,592,531,149,417,19,2160072.37,Reorder,0.73
INVT004452,PO004452,P0283,WH006,02-02-2026,759,340,114,985,321,33,58506242,Normal,4.74
INVT004453,PO004453,P0181,WH007,15-09-2025,119,744,1111,0,31,180,0,Stockout,0
INVT004454,PO004454,P0237,WH006,01-01-2025,523,878,774,627,290,24,16272681.48,Normal,3.02
INVT004455,PO004455,P0196,WH008,01-07-2026,90,66,3,153,236,215,10119433.77,Reorder,0.75
INVT004456,PO004456,P0284,WH007,06-12-2025,1044,872,858,1058,318,224,34439021.48,Normal,18.35
INVT004457,PO004457,P0179,WH008,09-10-2025,85,994,430,649,128,245,4649909.77,Overstock,3.19
INVT004458,PO004458,P0298,WH007,17-03-2026,1240,192,138,1294,432,66,20790749.76,Normal,22.44
INVT004459,PO004459,P0299,WH008,05-05-2025,981,594,675,900,471,18,6068412,Normal,4.43
INVT004460,PO004460,P0172,WH010,18-04-2025,311,413,562,162,170,34,65039.76,Reorder,0.56
INVT004461,PO004461,P0111,WH009,21-03-2025,62,383,494,0,40,62,0,Stockout,0
INVT004462,PO004462,P0042,WH009,16-08-2025,397,307,381,323,131,24,21007629.3,Normal,1.21
INVT004463,PO004463,P0276,WH006,12-04-2026,935,636,404,1167,382,193,103863688.5,Normal,5.62
INVT004464,PO004464,P0037,WH006,07-07-2025,64,991,637,418,344,50,12730674.88,Normal,2.01
INVT004465,PO004465,P0153,WH008,13-08-2025,1236,960,1229,967,441,216,26699546.9,Normal,4.75
INVT004466,PO004466,P0092,WH009,16-03-2026,1467,979,1127,1319,369,36,25137053.54,Normal,4.93
INVT004467,PO004467,P0104,WH008,17-09-2025,708,334,55,987,297,48,25460750.7,Normal,4.85
INVT004468,PO004468,P0225,WH008,14-01-2025,1130,531,137,1524,347,132,110265545.3,Normal,7.49
INVT004469,PO004469,P0052,WH005,01-05-2026,1087,744,580,1251,402,58,20709466.83,Normal,5.38
INVT004470,PO004470,P0005,WH008,20-09-2025,367,599,714,252,145,104,8588268.36,Normal,1.24
INVT004471,PO004471,P0292,WH010,08-07-2025,612,451,220,843,355,98,54501686.58,Normal,2.91
INVT004472,PO004472,P0028,WH010,31-03-2026,32,802,355,479,29,232,6322110.24,Overstock,1.65
INVT004473,PO004473,P0087,WH006,03-04-2026,172,812,332,652,237,242,52849463.92,Normal,3.14
INVT004474,PO004474,P0014,WH006,08-04-2025,47,375,316,106,31,150,2287307.22,Normal,0.51
INVT004475,PO004475,P0241,WH010,17-05-2025,144,272,146,270,252,138,7159052.7,Normal,0.93
INVT004476,PO004476,P0078,WH009,13-04-2026,285,647,366,566,89,82,26199404.2,Overstock,2.12
INVT004477,PO004477,P0135,WH009,25-01-2025,287,213,115,385,182,127,27030334.1,Normal,1.44
INVT004478,PO004478,P0142,WH005,08-04-2026,151,987,554,584,301,101,33181998.16,Normal,2.51
INVT004479,PO004479,P0128,WH007,29-04-2026,986,908,1042,852,404,136,28253598,Normal,14.77
INVT004480,PO004480,P0210,WH010,19-05-2026,312,834,1074,72,136,236,5504977.44,Reorder,0.25
INVT004481,PO004481,P0080,WH006,21-05-2025,668,463,303,828,332,36,30204686.52,Normal,3.99
INVT004482,PO004482,P0067,WH009,29-03-2025,593,621,268,946,217,184,41682358.74,Normal,3.54
INVT004483,PO004483,P0079,WH009,13-06-2026,169,845,655,359,63,108,16010057.34,Overstock,1.34
INVT004484,PO004484,P0028,WH008,04-07-2026,103,29,34,98,29,232,1392219.36,Normal,0.48
INVT004485,PO004485,P0088,WH005,02-04-2025,430,602,59,973,384,57,22038897.58,Normal,4.19
INVT004486,PO004486,P0004,WH007,10-03-2025,712,759,616,855,310,85,60905514.6,Normal,14.83
INVT004487,PO004487,P0110,WH007,25-01-2025,630,872,1080,422,228,116,7488444.86,Normal,7.32
INVT004488,PO004488,P0230,WH005,21-07-2026,903,82,79,906,346,159,50304843.66,Normal,3.9
INVT004489,PO004489,P0256,WH009,15-04-2026,38,856,1166,0,29,170,0,Stockout,0
INVT004490,PO004490,P0206,WH005,25-01-2025,1595,189,12,1772,441,100,152346743.1,Normal,7.63
INVT004491,PO004491,P0244,WH006,07-04-2025,46,22,9,59,54,42,763090.07,Normal,0.28
INVT004492,PO004492,P0201,WH007,19-11-2025,180,577,793,0,47,245,0,Stockout,0
INVT004493,PO004493,P0055,WH006,18-05-2026,108,150,144,114,437,63,3774120.48,Reorder,0.55
INVT004494,PO004494,P0230,WH007,11-09-2025,899,857,884,872,346,159,51842702.08,Normal,15.12
INVT004495,PO004495,P0087,WH007,25-12-2025,910,634,619,925,237,242,77481006.25,Normal,16.04
INVT004496,PO004496,P0199,WH007,03-06-2026,101,991,435,657,325,187,37644010.74,Normal,11.39
INVT004497,PO004497,P0243,WH009,17-03-2026,131,953,648,436,377,159,325203.68,Normal,1.63
INVT004498,PO004498,P0082,WH007,03-08-2026,335,489,330,494,151,103,27786709.6,Normal,8.57
INVT004499,PO004499,P0065,WH009,31-01-2025,1542,178,24,1696,390,19,70809984.32,Normal,6.34
INVT004500,PO004500,P0015,WH008,11-10-2025,1347,618,344,1621,340,128,129653788.4,Normal,7.97
INVT004501,PO004501,P0166,WH009,01-03-2025,110,96,9,197,209,166,3871355.35,Reorder,0.74
INVT004502,PO004502,P0263,WH007,13-06-2025,12,12,7,17,72,247,1270364.44,Reorder,0.29
INVT004503,PO004503,P0032,WH009,26-11-2025,611,506,579,538,237,188,10274040.74,Normal,2.01
INVT004504,PO004504,P0056,WH005,26-05-2025,862,940,333,1469,455,211,57240730.82,Normal,6.32
INVT004505,PO004505,P0240,WH006,16-04-2025,906,711,525,1092,378,29,98780048.64,Normal,5.26
INVT004506,PO004506,P0156,WH006,29-03-2026,367,943,460,850,140,169,58628087,Overstock,4.09
INVT004507,PO004507,P0243,WH008,16-06-2025,1424,786,1014,1196,377,159,870939.16,Normal,5.88
INVT004508,PO004508,P0255,WH005,01-05-2026,409,410,345,474,163,172,23683310.46,Normal,2.04
INVT004509,PO004509,P0007,WH010,11-03-2026,769,466,374,861,194,82,51582062.28,Normal,2.97
INVT004510,PO004510,P0222,WH008,12-03-2026,242,278,2,518,372,47,38243183.72,Normal,2.55
INVT004511,PO004511,P0222,WH010,20-08-2025,346,699,671,374,372,47,29899156.98,Normal,1.29
INVT004512,PO004512,P0293,WH009,13-04-2026,792,145,23,914,212,211,45829367.56,Normal,3.42
INVT004513,PO004513,P0247,WH010,27-09-2025,516,115,22,609,303,118,19657862.28,Normal,2.1
INVT004514,PO004514,P0209,WH005,20-01-2025,195,999,1388,0,236,35,0,Stockout,0
INVT004515,PO004515,P0194,WH010,12-06-2026,54,323,443,0,145,42,0,Stockout,0
INVT004516,PO004516,P0100,WH008,06-07-2026,173,955,1129,0,311,64,0,Stockout,0
INVT004517,PO004517,P0159,WH010,11-10-2025,1109,880,915,1074,290,206,31392321.9,Normal,3.71
INVT004518,PO004518,P0299,WH007,09-01-2026,1725,349,335,1739,471,18,11332054.38,Normal,30.15
INVT004519,PO004519,P0246,WH007,18-01-2025,796,147,202,741,213,207,52424527.35,Normal,12.85
INVT004520,PO004520,P0072,WH006,27-03-2026,872,314,262,924,290,216,5698575.96,Normal,4.45
INVT004521,PO004521,P0237,WH007,30-05-2025,54,484,473,65,290,24,1769557.4,Reorder,1.13
INVT004522,PO004522,P0191,WH005,11-11-2025,1664,245,229,1680,429,204,130123862.4,Normal,7.23
INVT004523,PO004523,P0174,WH006,23-07-2025,714,690,1018,386,391,52,28612798.12,Reorder,1.86
INVT004524,PO004524,P0244,WH010,08-02-2025,46,843,181,708,54,42,10914053.64,Overstock,2.45
INVT004525,PO004525,P0118,WH010,20-06-2026,454,749,22,1181,460,187,90874241.66,Normal,4.08
INVT004526,PO004526,P0089,WH008,23-01-2025,1454,33,21,1466,390,162,50238617.88,Normal,7.21
INVT004527,PO004527,P0228,WH010,24-10-2025,517,352,207,662,351,11,51973143.36,Normal,2.29
INVT004528,PO004528,P0232,WH006,07-07-2025,993,865,1125,733,293,69,27685637.23,Normal,3.53
INVT004529,PO004529,P0299,WH009,03-01-2025,903,908,1114,697,471,18,4821525.38,Normal,2.61
